조회일자,품목코드,품목명,평년비율,전일비율,도매일일가격,도매순가격,도매전일가격,도매전순가격,도매전년순가격,도매평년순가격,도매일일위기단계명,도매일일작형연속위기횟수,도매일일작형위기단계코드,도매순위기단계명,도매순작형위기단계코드,도매순작형연속위기횟수,도매월위기단계명,도매월작형위기단계코드,도매전일자,도매전순월,도매전순명,도매순월,도매순명,도매일자,소매일일가격,소매순가격,소매전일가격,소매전순가격,소매전년순가격,소매평년순가격,소매전일자,소매전순월,소매전순명,소매순월,소매순명,소매일자
2024-04-01,1202,대파,90.949,-2.463,2152,1969,2205,2168,1413,1127,상승경계,6,6,안정,4,1,안정,4,2024-03-30,3,하순,4,상순,2024-04-01,4686,4381,4742,4829,3741,3406,,,,,,
2024-04-02,1001,배추,42.217,0.978,4157.333,4615,4116.667,3817,3049,2923,상승경계,16,6,상승경계,6,1,상승경계,6,2024-04-01,3,하순,4,상순,2024-04-02,4046,4226,4073,3774,3618,4322,,,,,,
2024-04-02,1101,무,65.366,0.007,1399.4,1307.6,1399.3,1374,1407.9,846,상승주의,3,5,상승주의,5,1,상승주의,5,2024-04-01,3,하순,4,상순,2024-04-02,1930,1942,1914,1879,1934,1554,,,,,,
2024-04-02,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,143,7,상승심각,7,1,상승심각,7,2024-03-29,3,하순,4,상순,2024-04-01,18640,18640,18693,18651,16309,15599,,,,,,
2024-04-02,1209,마늘,-3.719,0,6783.35,6773.8,6783.35,6774,8061.1,7045,상승주의,116,5,상승주의,5,1,상승주의,5,2024-03-29,3,하순,4,상순,2024-04-01,9382,9069,9059,9654,12371,11034,,,,,,
2024-04-02,1201,양파,43.106,-22.561,1640,1657,2010,1603,1505,1146,상승심각,5,7,상승심각,7,1,상승심각,7,2024-04-01,3,하순,4,상순,2024-04-02,2739,2783,2763,2711,2874,2351,,,,,,
2024-04-02,1202,대파,95.475,2.315,2203,1969,2152,2168,1413,1127,상승경계,7,6,안정,4,1,안정,4,2024-04-01,3,하순,4,상순,2024-04-02,4573,4381,4686,4829,3741,3406,,,,,,
2024-04-03,1001,배추,55.251,8.388,4538,4615,4157.333,3817,3049,2923,상승경계,17,6,상승경계,6,1,상승경계,6,2024-04-02,3,하순,4,상순,2024-04-03,4126,4226,4046,3774,3618,4322,,,,,,
2024-04-03,1101,무,63.239,-1.325,1381.1,1307.6,1399.4,1374,1407.9,846,상승주의,4,5,상승주의,5,1,상승주의,5,2024-04-02,3,하순,4,상순,2024-04-03,1929,1942,1930,1879,1934,1554,,,,,,
2024-04-03,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,144,7,상승심각,7,1,상승심각,7,2024-04-01,3,하순,4,상순,2024-04-02,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-03,1209,마늘,-3.719,0,6783.35,6773.8,6783.35,6774,8061.1,7045,상승주의,117,5,상승주의,5,1,상승주의,5,2024-04-01,3,하순,4,상순,2024-04-02,9636,9069,9382,9654,12371,11034,,,,,,
2024-04-03,1201,양파,43.717,0.425,1647,1657,1640,1603,1505,1146,상승심각,6,7,상승심각,7,1,상승심각,7,2024-04-02,3,하순,4,상순,2024-04-03,2757,2783,2739,2711,2874,2351,,,,,,
2024-04-03,1202,대파,79.681,-8.79,2025,1969,2203,2168,1413,1127,안정,1,4,안정,4,1,안정,4,2024-04-02,3,하순,4,상순,2024-04-03,4438,4381,4573,4829,3741,3406,,,,,,
2024-04-04,1001,배추,54.054,-0.785,4502.667,4615,4538,3817,3049,2923,상승경계,18,6,상승경계,6,1,상승경계,6,2024-04-03,3,하순,4,상순,2024-04-04,4244,4226,4126,3774,3618,4322,,,,,,
2024-04-04,1101,무,48.227,-10.1,1254.4,1307.6,1381.1,1374,1407.9,846,상승주의,5,5,상승주의,5,1,상승주의,5,2024-04-03,3,하순,4,상순,2024-04-04,1948,1942,1929,1879,1934,1554,,,,,,
2024-04-04,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,145,7,상승심각,7,1,상승심각,7,2024-04-02,3,하순,4,상순,2024-04-03,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-04,1209,마늘,-3.719,0,6783.35,6773.8,6783.35,6774,8061.1,7045,상승주의,118,5,상승주의,5,1,상승주의,5,2024-04-02,3,하순,4,상순,2024-04-03,9454,9069,9636,9654,12371,11034,,,,,,
2024-04-04,1201,양파,47.382,2.487,1689,1657,1647,1603,1505,1146,상승심각,7,7,상승심각,7,1,상승심각,7,2024-04-03,3,하순,4,상순,2024-04-04,2794,2783,2757,2711,2874,2351,,,,,,
2024-04-04,1202,대파,88.376,4.616,2123,1969,2025,2168,1413,1127,상승경계,1,6,안정,4,1,안정,4,2024-04-03,3,하순,4,상순,2024-04-04,4364,4381,4438,4829,3741,3406,,,,,,
2024-04-05,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,146,7,상승심각,7,1,상승심각,7,2024-04-03,3,하순,4,상순,2024-04-04,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-05,1209,마늘,-3.719,0,6783.35,6773.8,6783.35,6774,8061.1,7045,상승주의,119,5,상승주의,5,1,상승주의,5,2024-04-03,3,하순,4,상순,2024-04-04,8806,9069,9454,9654,12371,11034,,,,,,
2024-04-05,1201,양파,54.188,4.414,1767,1657,1689,1603,1505,1146,상승심각,8,7,상승심각,7,1,상승심각,7,2024-04-04,3,하순,4,상순,2024-04-05,2790,2783,2794,2711,2874,2351,,,,,,
2024-04-05,1202,대파,78.793,-5.36,2015,1969,2123,2168,1413,1127,안정,1,4,안정,4,1,안정,4,2024-04-04,3,하순,4,상순,2024-04-05,4138,4381,4364,4829,3741,3406,,,,,,
2024-04-05,1001,배추,50.086,-2.629,4387.333,4615,4502.667,3817,3049,2923,상승경계,19,6,상승경계,6,1,상승경계,6,2024-04-04,3,하순,4,상순,2024-04-05,4318,4226,4244,3774,3618,4322,,,,,,
2024-04-05,1101,무,34.515,-10.199,1138.3,1307.6,1254.4,1374,1407.9,846,상승주의,6,5,상승주의,5,1,상승주의,5,2024-04-04,3,하순,4,상순,2024-04-05,1905,1942,1948,1879,1934,1554,,,,,,
2024-04-06,1001,배추,48.546,-1.052,4341.667,4615,4387.333,3817,3049,2923,상승경계,20,6,상승경계,6,1,상승경계,6,2024-04-05,3,하순,4,상순,2024-04-06,4318,4226,4244,3774,3618,4322,,,,,,
2024-04-06,1101,무,25.532,-7.225,1061.6,1307.6,1138.3,1374,1407.9,846,안정,1,4,상승주의,5,1,상승주의,5,2024-04-05,3,하순,4,상순,2024-04-06,1905,1942,1948,1879,1934,1554,,,,,,
2024-04-06,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,147,7,상승심각,7,1,상승심각,7,2024-04-04,3,하순,4,상순,2024-04-05,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-06,1209,마늘,-3.719,0,6783.35,6773.8,6783.35,6774,8061.1,7045,상승주의,120,5,상승주의,5,1,상승주의,5,2024-04-04,3,하순,4,상순,2024-04-05,8630,9069,8806,9654,12371,11034,,,,,,
2024-04-06,1201,양파,39.354,-10.645,1597,1657,1767,1603,1505,1146,상승심각,9,7,상승심각,7,1,상승심각,7,2024-04-05,3,하순,4,상순,2024-04-06,2790,2783,2794,2711,2874,2351,,,,,,
2024-04-06,1202,대파,70.896,-4.621,1926,1969,2015,2168,1413,1127,안정,2,4,안정,4,1,안정,4,2024-04-05,3,하순,4,상순,2024-04-06,4138,4381,4364,4829,3741,3406,,,,,,
2024-04-07,1001,배추,48.546,-1.052,4341.667,4615,4387.333,3817,3049,2923,상승경계,20,6,상승경계,6,1,상승경계,6,2024-04-05,3,하순,4,상순,2024-04-06,4318,4226,4244,3774,3618,4322,,,,,,
2024-04-07,1101,무,25.532,-7.225,1061.6,1307.6,1138.3,1374,1407.9,846,안정,1,4,상승주의,5,1,상승주의,5,2024-04-05,3,하순,4,상순,2024-04-06,1905,1942,1948,1879,1934,1554,,,,,,
2024-04-07,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,147,7,상승심각,7,1,상승심각,7,2024-04-04,3,하순,4,상순,2024-04-05,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-07,1209,마늘,-3.719,0,6783.35,6773.8,6783.35,6774,8061.1,7045,상승주의,120,5,상승주의,5,1,상승주의,5,2024-04-04,3,하순,4,상순,2024-04-05,8630,9069,8806,9654,12371,11034,,,,,,
2024-04-07,1201,양파,39.354,-10.645,1597,1657,1767,1603,1505,1146,상승심각,9,7,상승심각,7,1,상승심각,7,2024-04-05,3,하순,4,상순,2024-04-06,2790,2783,2794,2711,2874,2351,,,,,,
2024-04-07,1202,대파,70.896,-4.621,1926,1969,2015,2168,1413,1127,안정,2,4,안정,4,1,안정,4,2024-04-05,3,하순,4,상순,2024-04-06,4138,4381,4364,4829,3741,3406,,,,,,
2024-04-08,1001,배추,65.618,10.308,4840.667,4615,4341.667,3817,3049,2923,상승심각,1,7,상승경계,6,1,상승경계,6,2024-04-06,3,하순,4,상순,2024-04-08,4347,4226,4318,3774,3618,4322,,,,,,
2024-04-08,1101,무,60.402,21.751,1356.7,1307.6,1061.6,1374,1407.9,846,상승주의,1,5,상승주의,5,1,상승주의,5,2024-04-06,3,하순,4,상순,2024-04-08,1978,1942,1905,1879,1934,1554,,,,,,
2024-04-08,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,147,7,상승심각,7,1,상승심각,7,2024-04-04,3,하순,4,상순,2024-04-05,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-08,1209,마늘,-3.719,0,6783.35,6773.8,6783.35,6774,8061.1,7045,상승주의,120,5,상승주의,5,1,상승주의,5,2024-04-04,3,하순,4,상순,2024-04-05,8630,9069,8806,9654,12371,11034,,,,,,
2024-04-08,1201,양파,32.199,-5.413,1515,1657,1597,1603,1505,1146,상승심각,10,7,상승심각,7,1,상승심각,7,2024-04-06,3,하순,4,상순,2024-04-08,2806,2783,2790,2711,2874,2351,,,,,,
2024-04-08,1202,대파,68.146,-1.636,1895,1969,1926,2168,1413,1127,안정,3,4,안정,4,1,안정,4,2024-04-06,3,하순,4,상순,2024-04-08,4262,4381,4138,4829,3741,3406,,,,,,
2024-04-09,1001,배추,83.852,9.924,5374,4615,4840.667,3817,3049,2923,상승심각,2,7,상승경계,6,1,상승경계,6,2024-04-08,3,하순,4,상순,2024-04-09,4427,4226,4347,3774,3618,4322,,,,,,
2024-04-09,1101,무,66.903,3.882,1411.5,1307.6,1356.7,1374,1407.9,846,상승주의,2,5,상승주의,5,1,상승주의,5,2024-04-08,3,하순,4,상순,2024-04-09,1990,1942,1978,1879,1934,1554,,,,,,
2024-04-09,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,148,7,상승심각,7,1,상승심각,7,2024-04-05,3,하순,4,상순,2024-04-08,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-09,1209,마늘,-4.187,-0.494,6750,6773.8,6783.35,6774,8061.1,7045,상승주의,121,5,상승주의,5,1,상승주의,5,2024-04-05,3,하순,4,상순,2024-04-08,8739,9069,8630,9654,12371,11034,,,,,,
2024-04-09,1201,양파,35.428,2.384,1552,1657,1515,1603,1505,1146,상승심각,11,7,상승심각,7,1,상승심각,7,2024-04-08,3,하순,4,상순,2024-04-09,2831,2783,2806,2711,2874,2351,,,,,,
2024-04-09,1202,대파,63.354,-2.933,1841,1969,1895,2168,1413,1127,안정,4,4,안정,4,1,안정,4,2024-04-08,3,하순,4,상순,2024-04-09,4203,4381,4262,4829,3741,3406,,,,,,
2024-04-10,1001,배추,80.568,-1.825,5277.667,4615,5374,3817,3049,2923,상승심각,3,7,상승경계,6,1,상승경계,6,2024-04-09,3,하순,4,상순,2024-04-10,4427,4226,4347,3774,3618,4322,,,,,,
2024-04-10,1101,무,61.466,-3.323,1366.1,1307.6,1411.5,1374,1407.9,846,상승주의,3,5,상승주의,5,1,상승주의,5,2024-04-09,3,하순,4,상순,2024-04-10,1990,1942,1978,1879,1934,1554,,,,,,
2024-04-10,1207,건고추,15.736,0,13452,13452,13452,13464,12436,11623,상승심각,149,7,상승심각,7,1,상승심각,7,2024-04-08,3,하순,4,상순,2024-04-09,18640,18640,18640,18651,16309,15599,,,,,,
2024-04-10,1209,마늘,-4.187,0,6750,6773.8,6750,6774,8061.1,7045,상승주의,122,5,상승주의,5,1,상승주의,5,2024-04-08,3,하순,4,상순,2024-04-09,8838,9069,8739,9654,12371,11034,,,,,,
2024-04-10,1201,양파,30.541,-3.743,1496,1657,1552,1603,1505,1146,상승심각,12,7,상승심각,7,1,상승심각,7,2024-04-09,3,하순,4,상순,2024-04-10,2831,2783,2806,2711,2874,2351,,,,,,
2024-04-10,1202,대파,36.557,-19.623,1539,1969,1841,2168,1413,1127,안정,5,4,안정,4,1,안정,4,2024-04-09,3,하순,4,상순,2024-04-10,4203,4381,4262,4829,3741,3406,,,,,,
2024-04-11,1001,배추,75.009,-3.809,5084,5295,5277.667,4615,2808,2905,상승심각,4,7,상승심각,7,1,상승심각,7,2024-04-10,4,상순,4,중순,2024-04-11,4248,4380,4427,4226,3947,4431,,,,,,
2024-04-11,1101,무,42.232,-5.085,1300,1395.9,1366.1,1308,1381,914,상승주의,4,5,상승주의,5,1,상승주의,5,2024-04-10,4,상순,4,중순,2024-04-11,2007,1944,1990,1942,1972,1549,,,,,,
2024-04-11,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,149,7,상승심각,7,1,상승심각,7,2024-04-08,4,상순,4,중순,2024-04-09,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-11,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,122,5,상승주의,5,1,상승주의,5,2024-04-08,4,상순,4,중순,2024-04-09,8838,9022,8739,9069,12247,11121,,,,,,
2024-04-11,1201,양파,47.624,-4.689,1429,1348,1496,1657,1376,968,상승경계,1,6,상승주의,5,1,안정,4,2024-04-10,4,상순,4,중순,2024-04-11,2691,2587,2831,2783,2779,2361,,,,,,
2024-04-11,1202,대파,24.55,-17.123,1314,1869,1539,1969,1124,1055,안정,6,4,안정,4,1,안정,4,2024-04-10,4,상순,4,중순,2024-04-11,4278,4182,4203,4381,3648,3344,,,,,,
2024-04-12,1001,배추,77.281,1.282,5150,5295,5084,4615,2808,2905,상승심각,5,7,상승심각,7,1,상승심각,7,2024-04-11,4,상순,4,중순,2024-04-12,4246,4380,4248,4226,3947,4431,,,,,,
2024-04-12,1101,무,38.184,-2.97,1262.5,1395.9,1300,1308,1381,914,상승주의,5,5,상승주의,5,1,상승주의,5,2024-04-11,4,상순,4,중순,2024-04-12,2019,1944,2007,1942,1972,1549,,,,,,
2024-04-12,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,150,7,상승심각,7,1,상승심각,7,2024-04-09,4,상순,4,중순,2024-04-11,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-12,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,123,5,상승주의,5,1,상승주의,5,2024-04-09,4,상순,4,중순,2024-04-11,8736,9022,8838,9069,12247,11121,,,,,,
2024-04-12,1201,양파,39.05,-6.166,1346,1348,1429,1657,1376,968,상승주의,1,5,상승주의,5,1,안정,4,2024-04-11,4,상순,4,중순,2024-04-12,2612,2587,2691,2783,2779,2361,,,,,,
2024-04-12,1202,대파,54.218,19.238,1627,1869,1314,1969,1124,1055,안정,7,4,안정,4,1,안정,4,2024-04-11,4,상순,4,중순,2024-04-12,4171,4182,4278,4381,3648,3344,,,,,,
2024-04-13,1001,배추,96.523,9.786,5708.667,5295,5150,4615,2808,2905,상승심각,6,7,상승심각,7,1,상승심각,7,2024-04-12,4,상순,4,중순,2024-04-13,4246,4380,4248,4226,3947,4431,,,,,,
2024-04-13,1101,무,41.904,2.63,1296.6,1395.9,1262.5,1308,1381,914,상승주의,6,5,상승주의,5,1,상승주의,5,2024-04-12,4,상순,4,중순,2024-04-13,2019,1944,2007,1942,1972,1549,,,,,,
2024-04-13,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,151,7,상승심각,7,1,상승심각,7,2024-04-11,4,상순,4,중순,2024-04-12,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-13,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,124,5,상승주의,5,1,상승주의,5,2024-04-11,4,상순,4,중순,2024-04-12,8876,9022,8736,9069,12247,11121,,,,,,
2024-04-13,1201,양파,39.669,0.444,1352,1348,1346,1657,1376,968,상승주의,2,5,상승주의,5,1,안정,4,2024-04-12,4,상순,4,중순,2024-04-13,2612,2587,2691,2783,2779,2361,,,,,,
2024-04-13,1202,대파,191.09,47.021,3071,1869,1627,1969,1124,1055,상승심각,1,7,안정,4,1,안정,4,2024-04-12,4,상순,4,중순,2024-04-13,4171,4182,4278,4381,3648,3344,,,,,,
2024-04-14,1001,배추,96.523,9.786,5708.667,5295,5150,4615,2808,2905,상승심각,6,7,상승심각,7,1,상승심각,7,2024-04-12,4,상순,4,중순,2024-04-13,4246,4380,4248,4226,3947,4431,,,,,,
2024-04-14,1101,무,41.904,2.63,1296.6,1395.9,1262.5,1308,1381,914,상승주의,6,5,상승주의,5,1,상승주의,5,2024-04-12,4,상순,4,중순,2024-04-13,2019,1944,2007,1942,1972,1549,,,,,,
2024-04-14,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,151,7,상승심각,7,1,상승심각,7,2024-04-11,4,상순,4,중순,2024-04-12,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-14,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,124,5,상승주의,5,1,상승주의,5,2024-04-11,4,상순,4,중순,2024-04-12,8876,9022,8736,9069,12247,11121,,,,,,
2024-04-14,1201,양파,39.669,0.444,1352,1348,1346,1657,1376,968,상승주의,2,5,상승주의,5,1,안정,4,2024-04-12,4,상순,4,중순,2024-04-13,2612,2587,2691,2783,2779,2361,,,,,,
2024-04-14,1202,대파,191.09,47.021,3071,1869,1627,1969,1124,1055,상승심각,1,7,안정,4,1,안정,4,2024-04-12,4,상순,4,중순,2024-04-13,4171,4182,4278,4381,3648,3344,,,,,,
2024-04-15,1001,배추,99.415,1.45,5792.667,5295,5708.667,4615,2808,2905,상승심각,7,7,상승심각,7,1,상승심각,7,2024-04-13,4,상순,4,중순,2024-04-15,4267,4380,4246,4226,3947,4431,,,,,,
2024-04-15,1101,무,42.341,0.354,1301.2,1395.9,1296.6,1308,1381,914,상승주의,7,5,상승주의,5,1,상승주의,5,2024-04-13,4,상순,4,중순,2024-04-15,2022,1944,2019,1942,1972,1549,,,,,,
2024-04-15,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,151,7,상승심각,7,1,상승심각,7,2024-04-11,4,상순,4,중순,2024-04-12,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-15,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,124,5,상승주의,5,1,상승주의,5,2024-04-11,4,상순,4,중순,2024-04-12,8876,9022,8736,9069,12247,11121,,,,,,
2024-04-15,1201,양파,30.785,-6.793,1266,1348,1352,1657,1376,968,안정,1,4,상승주의,5,1,안정,4,2024-04-13,4,상순,4,중순,2024-04-15,2711,2587,2612,2783,2779,2361,,,,,,
2024-04-15,1202,대파,82.37,-59.615,1924,1869,3071,1969,1124,1055,안정,1,4,안정,4,1,안정,4,2024-04-13,4,상순,4,중순,2024-04-15,4194,4182,4171,4381,3648,3344,,,,,,
2024-04-16,1001,배추,83.821,-8.477,5340,5295,5792.667,4615,2808,2905,상승심각,8,7,상승심각,7,1,상승심각,7,2024-04-15,4,상순,4,중순,2024-04-16,4403,4380,4267,4226,3947,4431,,,,,,
2024-04-16,1101,무,40.153,-1.553,1281.3,1395.9,1301.2,1308,1381,914,상승주의,8,5,상승주의,5,1,상승주의,5,2024-04-15,4,상순,4,중순,2024-04-16,2034,1944,2022,1942,1972,1549,,,,,,
2024-04-16,1207,건고추,10.164,-5.094,12800,13358.86,13452,13452,12454,11619,상승심각,152,7,상승심각,7,1,상승심각,7,2024-04-12,4,상순,4,중순,2024-04-15,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-16,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,125,5,상승주의,5,1,상승주의,5,2024-04-12,4,상순,4,중순,2024-04-15,8836,9022,8876,9069,12247,11121,,,,,,
2024-04-16,1201,양파,28.306,-1.932,1242,1348,1266,1657,1376,968,안정,2,4,상승주의,5,1,안정,4,2024-04-15,4,상순,4,중순,2024-04-16,2729,2587,2711,2783,2779,2361,,,,,,
2024-04-16,1202,대파,84.645,1.232,1948,1869,1924,1969,1124,1055,안정,2,4,안정,4,1,안정,4,2024-04-15,4,상순,4,중순,2024-04-16,4125,4182,4194,4381,3648,3344,,,,,,
2024-04-17,1001,배추,87.47,1.952,5446.333,5295,5340,4615,2808,2905,상승심각,9,7,상승심각,7,1,상승심각,7,2024-04-16,4,상순,4,중순,2024-04-17,4462,4380,4403,4226,3947,4431,,,,,,
2024-04-17,1101,무,49.891,6.44,1369.5,1395.9,1281.3,1308,1381,914,상승주의,9,5,상승주의,5,1,상승주의,5,2024-04-16,4,상순,4,중순,2024-04-17,2032,1944,2034,1942,1972,1549,,,,,,
2024-04-17,1207,건고추,15.776,4.847,13452,13358.86,12800,13452,12454,11619,상승심각,153,7,상승심각,7,1,상승심각,7,2024-04-15,4,상순,4,중순,2024-04-16,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-17,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,126,5,상승주의,5,1,상승주의,5,2024-04-15,4,상순,4,중순,2024-04-16,9129,9022,8836,9069,12247,11121,,,,,,
2024-04-17,1201,양파,25,-2.645,1210,1348,1242,1657,1376,968,안정,3,4,상승주의,5,1,안정,4,2024-04-16,4,상순,4,중순,2024-04-17,2690,2587,2729,2783,2779,2361,,,,,,
2024-04-17,1202,대파,78.389,-3.507,1882,1869,1948,1969,1124,1055,안정,3,4,안정,4,1,안정,4,2024-04-16,4,상순,4,중순,2024-04-17,4154,4182,4125,4381,3648,3344,,,,,,
2024-04-18,1001,배추,87.676,0.098,5451.667,5295,5446.333,4615,2808,2905,상승심각,10,7,상승심각,7,1,상승심각,7,2024-04-17,4,상순,4,중순,2024-04-18,4477,4380,4462,4226,3947,4431,,,,,,
2024-04-18,1101,무,53.939,2.693,1407.4,1395.9,1369.5,1308,1381,914,상승주의,10,5,상승주의,5,1,상승주의,5,2024-04-17,4,상순,4,중순,2024-04-18,1755,1944,2032,1942,1972,1549,,,,,,
2024-04-18,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,154,7,상승심각,7,1,상승심각,7,2024-04-16,4,상순,4,중순,2024-04-17,18640,18659,18640,18640,16386,15502,,,,,,
2024-04-18,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,127,5,상승주의,5,1,상승주의,5,2024-04-16,4,상순,4,중순,2024-04-17,9313,9022,9129,9069,12247,11121,,,,,,
2024-04-18,1201,양파,37.707,9.227,1333,1348,1210,1657,1376,968,상승주의,1,5,상승주의,5,1,안정,4,2024-04-17,4,상순,4,중순,2024-04-18,2336,2587,2690,2783,2779,2361,,,,,,
2024-04-18,1202,대파,68.057,-6.148,1773,1869,1882,1969,1124,1055,안정,4,4,안정,4,1,안정,4,2024-04-17,4,상순,4,중순,2024-04-18,4186,4182,4154,4381,3648,3344,,,,,,
2024-04-19,1001,배추,69.673,-10.604,4929,5295,5451.667,4615,2808,2905,상승심각,11,7,상승심각,7,1,상승심각,7,2024-04-18,4,상순,4,중순,2024-04-19,4555,4380,4477,4226,3947,4431,,,,,,
2024-04-19,1101,무,71.116,9.996,1563.7,1395.9,1407.4,1308,1381,914,상승경계,1,6,상승주의,5,1,상승주의,5,2024-04-18,4,상순,4,중순,2024-04-19,1738,1944,1755,1942,1972,1549,,,,,,
2024-04-19,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,155,7,상승심각,7,1,상승심각,7,2024-04-17,4,상순,4,중순,2024-04-18,18705,18659,18640,18640,16386,15502,,,,,,
2024-04-19,1209,마늘,-3.695,0,6750,6751.2,6750,6774,7967.7,7009,상승주의,128,5,상승주의,5,1,상승주의,5,2024-04-17,4,상순,4,중순,2024-04-18,9359,9022,9313,9069,12247,11121,,,,,,
2024-04-19,1201,양파,50.826,8.699,1460,1348,1333,1657,1376,968,상승심각,1,7,상승주의,5,1,안정,4,2024-04-18,4,상순,4,중순,2024-04-19,2338,2587,2336,2783,2779,2361,,,,,,
2024-04-19,1202,대파,49.573,-12.357,1578,1869,1773,1969,1124,1055,안정,5,4,안정,4,1,안정,4,2024-04-18,4,상순,4,중순,2024-04-19,4166,4182,4186,4381,3648,3344,,,,,,
2024-04-20,1001,배추,63.614,-3.703,4753,5295,4929,4615,2808,2905,상승경계,1,6,상승심각,7,1,상승심각,7,2024-04-19,4,상순,4,중순,2024-04-20,4555,4380,4477,4226,3947,4431,,,,,,
2024-04-20,1101,무,94.858,12.176,1780.5,1395.9,1563.7,1308,1381,914,상승심각,1,7,상승주의,5,1,상승주의,5,2024-04-19,4,상순,4,중순,2024-04-20,1738,1944,1755,1942,1972,1549,,,,,,
2024-04-20,1207,건고추,15.776,0,13452,13358.86,13452,13452,12454,11619,상승심각,156,7,상승심각,7,1,상승심각,7,2024-04-18,4,상순,4,중순,2024-04-19,18705,18659,18705,18640,16386,15502,,,,,,
2024-04-20,1209,마늘,-3.581,0.124,6758.35,6751.2,6750,6774,7967.7,7009,상승주의,129,5,상승주의,5,1,상승주의,5,2024-04-18,4,상순,4,중순,2024-04-19,8903,9022,9359,9069,12247,11121,,,,,,
2024-04-20,1201,양파,54.132,2.145,1492,1348,1460,1657,1376,968,상승심각,2,7,상승주의,5,1,안정,4,2024-04-19,4,상순,4,중순,2024-04-20,2338,2587,2336,2783,2779,2361,,,,,,
2024-04-20,1202,대파,61.896,7.611,1708,1869,1578,1969,1124,1055,안정,6,4,안정,4,1,안정,4,2024-04-19,4,상순,4,중순,2024-04-20,4166,4182,4186,4381,3648,3344,,,,,,
2024-04-21,1001,배추,51.659,-3.703,4753,4731.667,4929,5295,2908.667,3134,상승경계,1,6,상승심각,7,1,상승심각,7,2024-04-19,4,중순,4,하순,2024-04-20,4555,4600,4477,4380,4196,4647,,,,,,
2024-04-21,1101,무,73.587,12.176,1780.5,1639.5,1563.7,1396,1608,1026,상승심각,1,7,상승주의,5,1,상승주의,5,2024-04-19,4,중순,4,하순,2024-04-20,1738,1918,1755,1944,2056,1574,,,,,,
2024-04-21,1207,건고추,15.906,0,13452,13452,13452,13359,12486.66,11606,상승심각,156,7,상승심각,7,1,상승심각,7,2024-04-18,4,중순,4,하순,2024-04-19,18705,18715,18705,18659,16319,15434,,,,,,
2024-04-21,1209,마늘,-3.069,0.124,6758.35,6773.8,6750,6751,7629.2,6972,상승주의,129,5,상승주의,5,1,상승주의,5,2024-04-18,4,중순,4,하순,2024-04-19,8903,9497,9359,9022,12144,11144,,,,,,
2024-04-21,1201,양파,97.094,2.145,1492,1412,1460,1348,828,757,상승심각,2,7,상승주의,5,1,안정,4,2024-04-19,4,중순,4,하순,2024-04-20,2338,2617,2336,2587,2337,2235,,,,,,
2024-04-21,1202,대파,38.3,7.611,1708,2243,1578,1869,1398,1235,안정,6,4,안정,4,1,안정,4,2024-04-19,4,중순,4,하순,2024-04-20,4166,4396,4186,4182,3866,3611,,,,,,
